Code;Tipo;Especie;Region;River;Sr;Ba;Iso
JMoDIA24;Juvenil;A.alosa;Portugal;Mondego1;1,12;14,29;0,7201
JMoDIA25;Juvenil;A.alosa;Portugal;Mondego1;1,03;18,14;0,7183
JMoDIA26;Juvenil;A.alosa;Portugal;Mondego1;1,13;14,56;0,721
JMoDIA27;Juvenil;A.alosa;Portugal;Mondego1;1,1;17,87;0,7174
JMoDIA28;Juvenil;A.alosa;Portugal;Mondego1;1,39;30,77;0,7205
JMoDIA29;Juvenil;A.alosa;Portugal;Mondego1;1,45;33,37;0,7197
JMoDIA30;Juvenil;A.alosa;Portugal;Mondego1;1,02;25,49;0,7196
JMoDIA31;Juvenil;A.alosa;Portugal;Mondego1;1,01;13,7;0,7206
JMoDIA32;Juvenil;A.alosa;Portugal;Mondego1;1,09;22,74;0,719
JMoDIA33;Juvenil;A.alosa;Portugal;Mondego1;0,93;27,91;0,7201
JMoDIA34;Juvenil;A.alosa;Portugal;Mondego1;0,95;14,22;0,7195
JMoDIA35;Juvenil;A.alosa;Portugal;Mondego1;1,34;33,1;0,7203
JMoDIA36;Juvenil;A.alosa;Portugal;Mondego1;0,95;21,27;0,7172
JMoDIA37;Juvenil;A.alosa;Portugal;Mondego1;1,42;42,9;0,7204
